chr	start	end	sample	ref_A	ref_T	ref_AT	ref_CpG	read_depth	A_denom	AT_denom	CpG_denom	bin_bp_denom	m6A_count	mCG_count_raw	mCG_count	MSP_bp	nuc_bp	mCG_PASS_n	mCG_EDGE_plus2_n	mCG_FAIL_excess_n	m6A_per_A	m6A_per_AT	mCG_per_CpG	MSP_fraction	nuc_fraction
chr9	45832770	45837770	PAN027Pat_NPC	1510	1620	3130	67	4	6040	12520	268	20000	115	223	223	5824	112172	4	0	0	0.019040	0.009185	0.832090	0.291200	5.608600
chr9	46577770	46582770	PAN027Pat_NPC	1524	1625	3149	64	5	7620	15745	320	25000	59	249	249	1420	137225	5	0	0	0.007743	0.003747	0.778125	0.056800	5.489000
chr9	46982770	46987770	PAN027Pat_NPC	1512	1620	3132	66	5	7560	15660	330	25000	127	264	264	4750	128530	5	0	0	0.016799	0.008110	0.800000	0.190000	5.141200
chr9	46137770	46142770	PAN027Pat_NPC	1516	1617	3133	70	6	9096	18798	420	30000	243	396	396	10596	214746	6	0	0	0.026715	0.012927	0.942857	0.353200	7.158200
chr9	46542770	46547770	PAN027Pat_NPC	1509	1619	3128	71	5	7545	15640	355	25000	194	332	332	9065	147120	5	0	0	0.025712	0.012404	0.935211	0.362600	5.884800
chr9	47287770	47292770	PAN027Pat_NPC	1514	1621	3135	74	8	12112	25080	592	40000	251	524	524	15688	380592	8	0	0	0.020723	0.010008	0.885135	0.392200	9.514800
chr9	47692770	47697770	PAN027Pat_NPC	1518	1624	3142	68	5	7590	15710	340	25000	164	195	195	4515	111225	5	0	0	0.021607	0.010439	0.573529	0.180600	4.449000
chr9	45232770	45237770	PAN027Pat_NPC	1501	1628	3129	61	4	6004	12516	244	20000	36	213	213	4784	128848	4	0	0	0.005996	0.002876	0.872951	0.239200	6.442400
chr9	45937770	45942770	PAN027Pat_NPC	1502	1615	3117	72	3	4506	9351	216	15000	901	97	97	22713	53664	3	0	0	0.199956	0.096353	0.449074	1.514200	3.577600
chr9	45392770	45397770	PAN027Pat_NPC	1522	1621	3143	67	6	9132	18858	402	30000	162	342	342	13044	192960	6	0	0	0.017740	0.008591	0.850746	0.434800	6.432000
chr9	47092770	47097770	PAN027Pat_NPC	1502	1638	3140	63	7	10514	21980	441	35000	314	347	347	19166	238112	7	0	0	0.029865	0.014286	0.786848	0.547600	6.803200
chr9	47602770	47607770	PAN027Pat_NPC	1512	1630	3142	70	6	9072	18852	420	30000	136	324	324	6480	168984	6	0	0	0.014991	0.007214	0.771429	0.216000	5.632800
chr9	45902770	45907770	PAN027Pat_NPC	1503	1622	3125	69	5	7515	15625	345	25000	161	291	291	7365	169245	5	0	0	0.021424	0.010304	0.843478	0.294600	6.769800
chr9	46647770	46652770	PAN027Pat_NPC	1511	1622	3133	71	7	10577	21931	497	35000	97	417	417	3794	251013	7	0	0	0.009171	0.004423	0.839034	0.108400	7.171800
chr9	46497770	46502770	PAN027Pat_NPC	1509	1617	3126	69	5	7545	15630	345	25000	57	311	311	9875	203125	5	0	0	0.007555	0.003647	0.901449	0.395000	8.125000
chr9	46207770	46212770	PAN027Pat_NPC	1502	1624	3126	69	6	9012	18756	414	30000	100	320	320	3654	176346	6	0	0	0.011096	0.005332	0.772947	0.121800	5.878200
chr9	46612770	46617770	PAN027Pat_NPC	1514	1623	3137	73	3	4542	9411	219	15000	63	181	181	1113	59880	3	0	0	0.013871	0.006694	0.826484	0.074200	3.992000
chr9	47357770	47362770	PAN027Pat_NPC	1517	1623	3140	66	8	12136	25120	528	40000	149	440	440	11288	408360	8	0	0	0.012278	0.005932	0.833333	0.282200	10.209000
chr9	45657770	45662770	PAN027Pat_NPC	1505	1622	3127	63	4	6020	12508	252	20000	281	201	201	8360	114564	4	0	0	0.046678	0.022466	0.797619	0.418000	5.728200
chr9	47762770	47767770	PAN027Pat_NPC	1519	1635	3154	62	7	10633	22078	434	35000	142	376	376	6398	264635	7	0	0	0.013355	0.006432	0.866359	0.182800	7.561000
chr9	45302770	45307770	PAN027Pat_NPC	1517	1611	3128	62	3	4551	9384	186	15000	144	155	155	3912	64392	3	0	0	0.031641	0.015345	0.833333	0.260800	4.292800
chr9	47322770	47327770	PAN027Pat_NPC	1510	1615	3125	75	1	1510	3125	75	5000	15	61	61	79	4833	1	0	0	0.009934	0.004800	0.813333	0.015800	0.966600
chr9	46012770	46017770	PAN027Pat_NPC	1506	1624	3130	68	4	6024	12520	272	20000	679	56	56	16888	77836	4	0	0	0.112716	0.054233	0.205882	0.844400	3.891800
chr9	45462770	45467770	PAN027Pat_NPC	1510	1622	3132	66	6	9060	18792	396	30000	140	313	313	6774	196614	6	0	0	0.015453	0.007450	0.790404	0.225800	6.553800
chr9	46172770	46177770	PAN027Pat_NPC	1515	1623	3138	74	5	7575	15690	370	25000	116	301	301	5285	157750	5	0	0	0.015314	0.007393	0.813514	0.211400	6.310000
chr9	47427770	47432770	PAN027Pat_NPC	1511	1621	3132	70	8	12088	25056	560	40000	360	452	452	20912	316352	8	0	0	0.029782	0.014368	0.807143	0.522800	7.908800
chr9	45727770	45732770	PAN027Pat_NPC	1521	1619	3140	68	4	6084	12560	272	20000	165	244	244	7664	96008	4	0	0	0.027120	0.013137	0.897059	0.383200	4.800400
chr9	47832770	47837770	PAN027Pat_NPC	1529	1616	3145	65	7	10703	22015	455	35000	130	385	385	5285	280042	7	0	0	0.012146	0.005905	0.846154	0.151000	8.001200
chr9	46877770	46882770	PAN027Pat_NPC	1509	1612	3121	74	7	10563	21847	518	35000	283	384	384	10584	230328	7	0	0	0.026792	0.012954	0.741313	0.302400	6.580800
chr9	46437770	46442770	PAN027Pat_NPC	1503	1619	3122	67	6	9018	18732	402	30000	150	346	346	7278	191394	6	0	0	0.016633	0.008008	0.860697	0.242600	6.379800
chr9	46842770	46847770	PAN027Pat_NPC	1513	1618	3131	71	3	4539	9393	213	15000	121	191	191	3633	79548	3	0	0	0.026658	0.012882	0.896714	0.242200	5.303200
chr9	47587770	47592770	PAN027Pat_NPC	1517	1629	3146	65	4	6068	12584	260	20000	86	179	179	2176	81276	4	0	0	0.014173	0.006834	0.688462	0.108800	4.063800
chr9	45887770	45892770	PAN027Pat_NPC	1508	1625	3133	65	6	9048	18798	390	30000	352	324	324	13692	165318	6	0	0	0.038904	0.018725	0.830769	0.456400	5.510600
chr9	45532770	45537770	PAN027Pat_NPC	1508	1626	3134	70	6	9048	18804	420	30000	96	384	384	4608	215508	6	0	0	0.010610	0.005105	0.914286	0.153600	7.183600
chr9	47147770	47152770	PAN027Pat_NPC	1508	1616	3124	72	8	12064	24992	576	40000	248	467	467	14016	328384	8	0	0	0.020557	0.009923	0.810764	0.350400	8.209600
chr9	47552770	47557770	PAN027Pat_NPC	1513	1615	3128	60	6	9078	18768	360	30000	191	326	326	9600	200286	6	0	0	0.021040	0.010177	0.905556	0.320000	6.676200
chr9	46242770	46247770	PAN027Pat_NPC	1506	1625	3131	68	5	7530	15655	340	25000	107	296	296	4820	146200	5	0	0	0.014210	0.006835	0.870588	0.192800	5.848000
chr9	45287770	45292770	PAN027Pat_NPC	1522	1615	3137	63	1	1522	3137	63	5000	38	51	51	232	12123	1	0	0	0.024967	0.012113	0.809524	0.046400	2.424600
chr9	45692770	45697770	PAN027Pat_NPC	1507	1624	3131	66	3	4521	9393	198	15000	36	125	125	657	37419	3	0	0	0.007963	0.003833	0.631313	0.043800	2.494600
chr9	46947770	46952770	PAN027Pat_NPC	1506	1618	3124	70	9	13554	28116	630	45000	341	547	547	18783	429732	9	0	0	0.025159	0.012128	0.868254	0.417400	9.549600
chr9	45252770	45257770	PAN027Pat_NPC	1517	1615	3132	66	5	7585	15660	330	25000	115	296	296	5575	151710	5	0	0	0.015162	0.007344	0.896970	0.223000	6.068400
chr9	46507770	46512770	PAN027Pat_NPC	1517	1624	3141	67	10	15170	31410	670	50000	405	581	581	33680	466360	10	0	0	0.026697	0.012894	0.867164	0.673600	9.327200
chr9	46912770	46917770	PAN027Pat_NPC	1509	1629	3138	69	5	7545	15690	345	25000	102	218	218	3255	107890	5	0	0	0.013519	0.006501	0.631884	0.130200	4.315600
chr9	47657770	47662770	PAN027Pat_NPC	1523	1624	3147	68	3	4569	9441	204	15000	98	161	161	2019	45756	3	0	0	0.021449	0.010380	0.789216	0.134600	3.050400
chr9	45957770	45962770	PAN027Pat_NPC	1509	1616	3125	73	4	6036	12500	292	20000	591	148	148	14032	80336	4	0	0	0.097913	0.047280	0.506849	0.701600	4.016800
chr9	47217770	47222770	PAN027Pat_NPC	1517	1621	3138	66	8	12136	25104	528	40000	398	429	429	34352	429832	8	0	0	0.032795	0.015854	0.812500	0.858800	10.745800
chr9	47622770	47627770	PAN027Pat_NPC	1514	1631	3145	66	4	6056	12580	264	20000	142	255	255	5588	129896	4	0	0	0.023448	0.011288	0.965909	0.279400	6.494800
chr9	46667770	46672770	PAN027Pat_NPC	1510	1622	3132	73	1	1510	3132	73	5000	9	69	69	18	4984	1	0	0	0.005960	0.002874	0.945205	0.003600	0.996800
chr9	45357770	45362770	PAN027Pat_NPC	1509	1629	3138	67	7	10563	21966	469	35000	98	426	426	5257	276598	7	0	0	0.009278	0.004461	0.908316	0.150200	7.902800
chr9	45762770	45767770	PAN027Pat_NPC	1514	1621	3135	69	6	9084	18810	414	30000	100	329	329	7074	188466	6	0	0	0.011008	0.005316	0.794686	0.235800	6.282200
chr9	47377770	47382770	PAN027Pat_NPC	1519	1622	3141	70	4	6076	12564	280	20000	38	254	254	1224	95448	4	0	0	0.006254	0.003025	0.907143	0.061200	4.772400
chr9	47782770	47787770	PAN027Pat_NPC	1530	1623	3153	64	4	6120	12612	256	20000	34	172	172	1000	59532	4	0	0	0.005556	0.002696	0.671875	0.050000	2.976600
chr9	47022770	47027770	PAN027Pat_NPC	1510	1625	3135	65	3	4530	9405	195	15000	66	172	172	2178	62001	3	0	0	0.014570	0.007018	0.882051	0.145200	4.133400
chr9	45322770	45327770	PAN027Pat_NPC	1519	1609	3128	65	9	13671	28152	585	45000	262	440	440	22104	414126	9	0	0	0.019165	0.009307	0.752137	0.491200	9.202800
chr9	46067770	46072770	PAN027Pat_NPC	1508	1621	3129	70	6	9048	18774	420	30000	136	294	294	8430	238020	6	0	0	0.015031	0.007244	0.700000	0.281000	7.934000
chr9	46472770	46477770	PAN027Pat_NPC	1505	1625	3130	71	8	12040	25040	568	40000	694	444	444	53456	336144	8	0	0	0.057641	0.027716	0.781690	1.336400	8.403600
chr9	46032770	46037770	PAN027Pat_NPC	1519	1616	3135	67	3	4557	9405	201	15000	516	73	73	11574	71223	3	0	0	0.113232	0.054864	0.363184	0.771600	4.748200
chr9	47182770	47187770	PAN027Pat_NPC	1480	1634	3114	73	2	2960	6228	146	10000	27	128	128	228	27386	2	0	0	0.009122	0.004335	0.876712	0.022800	2.738600
chr9	45482770	45487770	PAN027Pat_NPC	1506	1624	3130	67	8	12048	25040	536	40000	252	417	417	16912	290528	8	0	0	0.020916	0.010064	0.777985	0.422800	7.263200
chr9	46737770	46742770	PAN027Pat_NPC	1515	1619	3134	71	6	9090	18804	426	30000	404	391	391	23148	213372	6	0	0	0.044444	0.021485	0.917840	0.771600	7.112400
chr9	47887770	47892770	PAN027Pat_NPC	1519	1611	3130	70	10	15190	31300	700	50000	409	599	599	31070	524100	10	0	0	0.026926	0.013067	0.855714	0.621400	10.482000
chr9	47447770	47452770	PAN027Pat_NPC	1475	1644	3119	63	4	5900	12476	252	20000	51	206	206	1132	84844	4	0	0	0.008644	0.004088	0.817460	0.056600	4.242200
chr9	47852770	47857770	PAN027Pat_NPC	1513	1632	3145	67	8	12104	25160	536	40000	321	431	431	31168	321152	8	0	0	0.026520	0.012758	0.804104	0.779200	8.028800
chr9	47297770	47302770	PAN027Pat_NPC	1511	1626	3137	68	7	10577	21959	476	35000	228	411	411	12698	314965	7	0	0	0.021556	0.010383	0.863445	0.362800	8.999000
chr9	45587770	45592770	PAN027Pat_NPC	1503	1612	3115	65	7	10521	21805	455	35000	178	384	384	10598	257628	7	0	0	0.016919	0.008163	0.843956	0.302800	7.360800
chr9	45992770	45997770	PAN027Pat_NPC	1514	1621	3135	66	4	6056	12540	264	20000	445	87	87	16648	82328	4	0	0	0.073481	0.035486	0.329545	0.832400	4.116400
chr9	46102770	46107770	PAN027Pat_NPC	1515	1624	3139	65	4	6060	12556	260	20000	90	196	196	6972	101476	4	0	0	0.014851	0.007168	0.753846	0.348600	5.073800
chr9	47252770	47257770	PAN027Pat_NPC	1509	1615	3124	76	2	3018	6248	152	10000	10	113	113	214	32920	2	0	0	0.003313	0.001601	0.743421	0.021400	3.292000
chr9	45552770	45557770	PAN027Pat_NPC	1524	1620	3144	71	8	12192	25152	568	40000	109	523	523	5728	319064	8	0	0	0.008940	0.004334	0.920775	0.143200	7.976600
chr9	46807770	46812770	PAN027Pat_NPC	1513	1616	3129	73	3	4539	9387	219	15000	28	160	160	942	54951	3	0	0	0.006169	0.002983	0.730594	0.062800	3.663400
chr9	46262770	46267770	PAN027Pat_NPC	1506	1615	3121	72	6	9036	18726	432	30000	382	363	363	15456	224808	6	0	0	0.042275	0.020399	0.840278	0.515200	7.493600
chr9	47517770	47522770	PAN027Pat_NPC	1525	1616	3141	65	2	3050	6282	130	10000	114	124	124	2248	36148	2	0	0	0.037377	0.018147	0.953846	0.224800	3.614800
chr9	45817770	45822770	PAN027Pat_NPC	1505	1624	3129	70	5	7525	15645	350	25000	175	282	282	10830	154410	5	0	0	0.023256	0.011186	0.805714	0.433200	6.176400
chr9	47922770	47927770	PAN027Pat_NPC	1507	1610	3117	65	5	7535	15585	325	25000	94	290	290	2875	143210	5	0	0	0.012475	0.006031	0.892308	0.115000	5.728400
chr9	46967770	46972770	PAN027Pat_NPC	1510	1617	3127	71	8	12080	25016	568	40000	244	464	464	10600	367336	8	0	0	0.020199	0.009754	0.816901	0.265000	9.183400
chr9	47677770	47682770	PAN027Pat_NPC	1512	1624	3136	69	6	9072	18816	414	30000	174	215	215	7698	190860	6	0	0	0.019180	0.009247	0.519324	0.256600	6.362000
chr9	45217770	45222770	PAN027Pat_NPC	1528	1600	3128	67	7	10696	21896	469	35000	280	381	381	21595	280672	7	0	0	0.026178	0.012788	0.812367	0.617000	8.019200
chr9	45622770	45627770	PAN027Pat_NPC	1514	1610	3124	66	9	13626	28116	594	45000	209	521	521	18495	411903	9	0	0	0.015338	0.007433	0.877104	0.411000	9.153400
chr9	46367770	46372770	PAN027Pat_NPC	1511	1624	3135	75	7	10577	21945	525	35000	346	449	449	17892	246701	7	0	0	0.032712	0.015767	0.855238	0.511200	7.048600
chr9	46772770	46777770	PAN027Pat_NPC	1508	1612	3120	76	15	22620	46800	1140	75000	383	944	944	46470	1123455	15	0	0	0.016932	0.008184	0.828070	0.619600	14.979400
chr9	46332770	46337770	PAN027Pat_NPC	1500	1621	3121	67	5	7500	15605	335	25000	334	242	242	17370	166395	5	0	0	0.044533	0.021403	0.722388	0.694800	6.655800
chr9	47077770	47082770	PAN027Pat_NPC	1502	1623	3125	69	8	12016	25000	552	40000	341	375	375	27376	385288	8	0	0	0.028379	0.013640	0.679348	0.684400	9.632200
chr9	45377770	45382770	PAN027Pat_NPC	1514	1624	3138	65	11	16654	34518	715	55000	165	658	658	16533	812768	11	0	0	0.009908	0.004780	0.920280	0.300600	14.777600
chr9	47482770	47487770	PAN027Pat_NPC	1515	1620	3135	66	9	13635	28215	594	45000	402	449	449	18675	439758	9	0	0	0.029483	0.014248	0.755892	0.415000	9.772400
chr9	45782770	45787770	PAN027Pat_NPC	1519	1625	3144	65	6	9114	18864	390	30000	232	324	324	13782	238764	6	0	0	0.025455	0.012299	0.830769	0.459400	7.958800
chr9	47042770	47047770	PAN027Pat_NPC	1516	1618	3134	69	5	7580	15670	345	25000	109	320	320	3110	121910	5	0	0	0.014380	0.006956	0.927536	0.124400	4.876400
chr9	46087770	46092770	PAN027Pat_NPC	1501	1624	3125	67	6	9006	18750	402	30000	115	359	359	9876	238050	6	0	0	0.012769	0.006133	0.893035	0.329200	7.935000
chr9	46492770	46497770	PAN027Pat_NPC	1507	1613	3120	72	5	7535	15600	360	25000	346	313	313	17215	163750	5	0	0	0.045919	0.022179	0.869444	0.688600	6.550000
chr9	47747770	47752770	PAN027Pat_NPC	1522	1628	3150	66	9	13698	28350	594	45000	125	505	505	10656	451458	9	0	0	0.009125	0.004409	0.850168	0.236800	10.032400
chr9	45997770	46002770	PAN027Pat_NPC	1517	1629	3146	67	3	4551	9438	201	15000	376	23	23	11010	40341	3	0	0	0.082619	0.039839	0.114428	0.734000	2.689400
chr9	47597770	47602770	PAN027Pat_NPC	1520	1631	3151	64	7	10640	22057	448	35000	175	342	342	8715	201285	7	0	0	0.016447	0.007934	0.763393	0.249000	5.751000
chr9	45897770	45902770	PAN027Pat_NPC	1497	1628	3125	67	6	8982	18750	402	30000	248	343	343	23964	197874	6	0	0	0.027611	0.013227	0.853234	0.798800	6.595800
chr9	47307770	47312770	PAN027Pat_NPC	1498	1635	3133	70	4	5992	12532	280	20000	76	231	231	2768	107720	4	0	0	0.012684	0.006064	0.825000	0.138400	5.386000
chr9	47712770	47717770	PAN027Pat_NPC	1521	1614	3135	69	5	7605	15675	345	25000	280	292	292	9775	115225	5	0	0	0.036818	0.017863	0.846377	0.391000	4.609000
chr9	46402770	46407770	PAN027Pat_NPC	1512	1618	3130	69	7	10584	21910	483	35000	164	424	424	6195	274092	7	0	0	0.015495	0.007485	0.877847	0.177000	7.831200
chr9	45447770	45452770	PAN027Pat_NPC	1503	1625	3128	69	7	10521	21896	483	35000	137	439	439	9954	269430	7	0	0	0.013022	0.006257	0.908903	0.284400	7.698000
chr9	45852770	45857770	PAN027Pat_NPC	1505	1621	3126	72	3	4515	9378	216	15000	91	189	189	1410	42567	3	0	0	0.020155	0.009704	0.875000	0.094000	2.837800
chr9	45297770	45302770	PAN027Pat_NPC	1512	1614	3126	67	2	3024	6252	134	10000	44	110	110	614	29092	2	0	0	0.014550	0.007038	0.820896	0.061400	2.909200
chr9	45412770	45417770	PAN027Pat_NPC	1512	1628	3140	63	6	9072	18840	378	30000	121	321	321	6828	182532	6	0	0	0.013338	0.006423	0.849206	0.227600	6.084400
chr9	47112770	47117770	PAN027Pat_NPC	1494	1637	3131	62	6	8964	18786	372	30000	90	271	271	2982	169506	6	0	0	0.010040	0.004791	0.728495	0.099400	5.650200
chr9	46157770	46162770	PAN027Pat_NPC	1502	1626	3128	69	5	7510	15640	345	25000	184	306	306	7710	135165	5	0	0	0.024501	0.011765	0.886957	0.308400	5.406600
chr9	46562770	46567770	PAN027Pat_NPC	1501	1622	3123	74	6	9006	18738	444	30000	51	391	391	2802	219882	6	0	0	0.005663	0.002722	0.880631	0.093400	7.329400
chr9	47817770	47822770	PAN027Pat_NPC	1519	1627	3146	68	7	10633	22022	476	35000	245	418	418	10570	240639	7	0	0	0.023041	0.011125	0.878151	0.302000	6.875400
chr9	47272770	47277770	PAN027Pat_NPC	1508	1617	3125	64	3	4524	9375	192	15000	66	181	181	1608	65166	3	0	0	0.014589	0.007040	0.942708	0.107200	4.344400
chr9	46827770	46832770	PAN027Pat_NPC	1509	1622	3131	70	4	6036	12524	280	20000	111	261	261	4036	79940	4	0	0	0.018390	0.008863	0.932143	0.201800	3.997000
chr9	45517770	45522770	PAN027Pat_NPC	1512	1627	3139	67	8	12096	25112	536	40000	330	480	480	22248	306136	8	0	0	0.027282	0.013141	0.895522	0.556200	7.653400
chr9	45922770	45927770	PAN027Pat_NPC	1499	1618	3117	71	6	8994	18702	426	30000	1178	261	261	36264	159204	6	0	0	0.130976	0.062988	0.612676	1.208800	5.306800
chr9	47537770	47542770	PAN027Pat_NPC	1509	1616	3125	64	4	6036	12500	256	20000	211	229	229	8932	97564	4	0	0	0.034957	0.016880	0.894531	0.446600	4.878200
chr9	47942770	47947770	PAN027Pat_NPC	1519	1624	3143	64	4	6076	12572	256	20000	127	225	225	4008	89736	4	0	0	0.020902	0.010102	0.878906	0.200400	4.486800
chr9	46227770	46232770	PAN027Pat_NPC	1514	1617	3131	64	1	1514	3131	64	5000	174	57	57	1179	5741	1	0	0	0.114927	0.055573	0.890625	0.235800	1.148200
chr9	46632770	46637770	PAN027Pat_NPC	1503	1626	3129	73	9	13527	28161	657	45000	151	506	506	11331	463338	9	0	0	0.011163	0.005362	0.770167	0.251800	10.296400
chr9	45677770	45682770	PAN027Pat_NPC	1503	1619	3122	70	7	10521	21854	490	35000	169	315	315	12313	192353	7	0	0	0.016063	0.007733	0.642857	0.351800	5.495800
chr9	45237770	45242770	PAN027Pat_NPC	1539	1600	3139	62	5	7695	15695	310	25000	105	274	274	4990	152530	5	0	0	0.013645	0.006690	0.883871	0.199600	6.101200
chr9	47342770	47347770	PAN027Pat_NPC	1513	1613	3126	69	7	10591	21882	483	35000	244	407	407	16457	296044	7	0	0	0.023038	0.011151	0.842650	0.470200	8.458400
chr9	45642770	45647770	PAN027Pat_NPC	1489	1629	3118	72	10	14890	31180	720	50000	416	664	664	38430	559260	10	0	0	0.027938	0.013342	0.922222	0.768600	11.185200
chr9	46387770	46392770	PAN027Pat_NPC	1513	1625	3138	71	6	9078	18828	426	30000	57	355	355	2232	190674	6	0	0	0.006279	0.003027	0.833333	0.074400	6.355800
chr9	46792770	46797770	PAN027Pat_NPC	1506	1623	3129	71	6	9036	18774	426	30000	208	384	384	11076	263940	6	0	0	0.023019	0.011079	0.901408	0.369200	8.798000
chr9	47897770	47902770	PAN027Pat_NPC	1522	1632	3154	68	4	6088	12616	272	20000	199	218	218	6836	89312	4	0	0	0.032687	0.015774	0.801471	0.341800	4.465600
chr9	47607770	47612770	PAN027Pat_NPC	1527	1618	3145	65	4	6108	12580	260	20000	52	171	171	2144	87652	4	0	0	0.008513	0.004134	0.657692	0.107200	4.382600
chr9	46192770	46197770	PAN027Pat_NPC	1506	1627	3133	65	4	6024	12532	260	20000	164	187	187	4488	91200	4	0	0	0.027224	0.013086	0.719231	0.224400	4.560000
chr9	46702770	46707770	PAN027Pat_NPC	1494	1630	3124	69	8	11952	24992	552	40000	286	444	444	21168	298848	8	0	0	0.023929	0.011444	0.804348	0.529200	7.471200
chr9	45747770	45752770	PAN027Pat_NPC	1512	1613	3125	67	5	7560	15625	335	25000	106	304	304	3695	118685	5	0	0	0.014021	0.006784	0.907463	0.147800	4.747400
chr9	45597770	45602770	PAN027Pat_NPC	1520	1614	3134	68	9	13680	28206	612	45000	210	498	498	12348	441117	9	0	0	0.015351	0.007445	0.813725	0.274400	9.802600
chr9	47007770	47012770	PAN027Pat_NPC	1508	1611	3119	68	1	1508	3119	68	5000	19	57	57	238	6703	1	0	0	0.012599	0.006092	0.838235	0.047600	1.340600
chr9	45307770	45312770	PAN027Pat_NPC	1515	1612	3127	66	7	10605	21889	462	35000	386	402	402	16667	270116	7	0	0	0.036398	0.017634	0.870130	0.476200	7.717600
chr9	47412770	47417770	PAN027Pat_NPC	1488	1632	3120	68	7	10416	21840	476	35000	172	382	382	5502	248024	7	0	0	0.016513	0.007875	0.802521	0.157200	7.086400
chr9	45712770	45717770	PAN027Pat_NPC	1513	1619	3132	73	3	4539	9396	219	15000	213	178	178	6357	38643	3	0	0	0.046927	0.022669	0.812785	0.423800	2.576200
chr9	46457770	46462770	PAN027Pat_NPC	1512	1623	3135	71	3	4536	9405	213	15000	28	181	181	261	64944	3	0	0	0.006173	0.002977	0.849765	0.017400	4.329600
chr9	46862770	46867770	PAN027Pat_NPC	1515	1626	3141	68	9	13635	28269	612	45000	354	481	481	29457	371799	9	0	0	0.025963	0.012523	0.785948	0.654600	8.262200
chr9	46017770	46022770	PAN027Pat_NPC	1517	1619	3136	70	6	9102	18816	420	30000	1062	159	159	33678	168390	6	0	0	0.116678	0.056441	0.378571	1.122600	5.613000
chr9	46422770	46427770	PAN027Pat_NPC	1501	1627	3128	65	5	7505	15640	325	25000	152	277	277	9140	168215	5	0	0	0.020253	0.009719	0.852308	0.365600	6.728600
chr9	47167770	47172770	PAN027Pat_NPC	1507	1626	3133	65	5	7535	15665	325	25000	134	256	256	4300	143190	5	0	0	0.017784	0.008554	0.787692	0.172000	5.727600
chr9	47572770	47577770	PAN027Pat_NPC	1526	1619	3145	67	5	7630	15725	335	25000	119	235	235	3015	126355	5	0	0	0.015596	0.007568	0.701493	0.120600	5.054200
chr9	47132770	47137770	PAN027Pat_NPC	1508	1625	3133	69	4	6032	12532	276	20000	128	249	249	2860	96508	4	0	0	0.021220	0.010214	0.902174	0.143000	4.825400
chr9	47837770	47842770	PAN027Pat_NPC	1514	1619	3133	65	7	10598	21931	455	35000	114	364	364	14595	326935	7	0	0	0.010757	0.005198	0.800000	0.417000	9.341000
chr9	45272770	45277770	PAN027Pat_NPC	1519	1604	3123	64	5	7595	15615	320	25000	385	296	296	12850	127025	5	0	0	0.050691	0.024656	0.925000	0.514000	5.081000
chr9	46527770	46532770	PAN027Pat_NPC	1508	1622	3130	70	9	13572	28170	630	45000	271	547	547	17316	511803	9	0	0	0.019968	0.009620	0.868254	0.384800	11.373400
chr9	46932770	46937770	PAN027Pat_NPC	1511	1620	3131	63	7	10577	21917	441	35000	402	364	364	15190	263837	7	0	0	0.038007	0.018342	0.825397	0.434000	7.538200
chr9	45977770	45982770	PAN027Pat_NPC	1493	1615	3108	76	5	7465	15540	380	25000	1106	99	99	32945	99290	5	0	0	0.148158	0.071171	0.260526	1.317800	3.971600
chr9	47237770	47242770	PAN027Pat_NPC	1508	1617	3125	74	1	1508	3125	74	5000	13	61	61	1244	16955	1	0	0	0.008621	0.004160	0.824324	0.248800	3.391000
chr9	45537770	45542770	PAN027Pat_NPC	1510	1628	3138	62	6	9060	18828	372	30000	152	326	326	6660	231618	6	0	0	0.016777	0.008073	0.876344	0.222000	7.720600
chr9	47642770	47647770	PAN027Pat_NPC	1524	1612	3136	67	2	3048	6272	134	10000	30	128	128	2064	39344	2	0	0	0.009843	0.004783	0.955224	0.206400	3.934400
chr9	45942770	45947770	PAN027Pat_NPC	1515	1611	3126	72	6	9090	18756	432	30000	1144	146	146	44868	135132	6	0	0	0.125853	0.060994	0.337963	1.495600	4.504400
chr9	46687770	46692770	PAN027Pat_NPC	1505	1622	3127	72	4	6020	12508	288	20000	46	245	245	4328	101024	4	0	0	0.007641	0.003678	0.850694	0.216400	5.051200
chr9	47202770	47207770	PAN027Pat_NPC	1512	1619	3131	72	9	13608	28179	648	45000	583	558	558	42048	479133	9	0	0	0.042842	0.020689	0.861111	0.934400	10.647400
chr9	46247770	46252770	PAN027Pat_NPC	1510	1619	3129	65	8	12080	25032	520	40000	394	412	412	18128	342760	8	0	0	0.032616	0.015740	0.792308	0.453200	8.569000
chr9	46652770	46657770	PAN027Pat_NPC	1499	1629	3128	70	4	5996	12512	280	20000	75	251	251	2152	92752	4	0	0	0.012508	0.005994	0.896429	0.107600	4.637600
chr9	47907770	47912770	PAN027Pat_NPC	1521	1628	3149	65	5	7605	15745	325	25000	229	269	269	10060	159455	5	0	0	0.030112	0.014544	0.827692	0.402400	6.378200
chr9	45342770	45347770	PAN027Pat_NPC	1503	1625	3128	61	4	6012	12512	244	20000	70	165	165	2556	90908	4	0	0	0.011643	0.005595	0.676230	0.127800	4.545400
chr9	46097770	46102770	PAN027Pat_NPC	1521	1617	3138	63	6	9126	18828	378	30000	107	291	291	4422	175614	6	0	0	0.011725	0.005683	0.769841	0.147400	5.853800
chr9	47362770	47367770	PAN027Pat_NPC	1508	1618	3126	68	9	13572	28134	612	45000	109	502	502	5211	441783	9	0	0	0.008031	0.003874	0.820261	0.115800	9.817400
